SiteId,Site Name,Report Date,Time Period Ending,Time Interval,0 - 520 cm,521 - 660 cm,661 - 1160 cm,1160+ cm,0 - 10 mph,11 - 15 mph,16 - 20 mph,21 - 25 mph,26 - 30 mph,31 - 35 mph,36 - 40 mph,41 - 45 mph,46 - 50 mph,51 - 55 mph,56 - 60 mph,61 - 70 mph,71 - 80 mph,80+ mph,Avg mph,Total Volume
7090,30361533,2023-06-25T00:00:00,01:59:00,7,33,3,4,19,0,0,0,0,0,0,0,0,0,8,17,19,13,2,62,59
7090,30361533,2023-06-25T00:00:00,02:14:00,8,33,0,1,13,0,0,0,0,0,0,0,0,0,5,9,10,17,6,66,47
7090,30361533,2023-06-25T00:00:00,02:29:00,9,29,2,2,11,0,0,0,0,0,0,0,0,0,3,11,17,9,4,64,44
7090,30361533,2023-06-25T00:00:00,02:44:00,10,27,3,1,13,0,0,0,0,0,0,0,0,0,3,12,11,14,4,65,44
7090,30361533,2023-06-25T00:00:00,02:59:00,11,17,1,1,15,0,0,0,0,0,0,0,0,1,3,12,8,8,2,62,34
7090,30361533,2023-06-25T00:00:00,03:14:00,12,16,4,3,11,0,0,0,0,0,0,0,0,0,4,12,8,6,4,63,34
7090,30361533,2023-06-25T00:00:00,03:29:00,13,23,5,5,14,0,0,0,0,0,0,0,0,0,6,13,15,8,5,63,47
7090,30361533,2023-06-25T00:00:00,03:44:00,14,17,2,3,11,0,0,0,0,0,0,0,0,0,2,10,11,7,3,64,33
7090,30361533,2023-06-25T00:00:00,03:59:00,15,28,4,5,7,0,0,0,0,0,0,0,0,0,4,4,11,20,5,68,44
7090,30361533,2023-06-25T00:00:00,04:14:00,16,35,6,4,12,0,0,0,0,0,0,0,0,2,2,14,12,24,3,66,57
7090,30361533,2023-06-25T00:00:00,04:29:00,17,27,2,4,14,0,0,0,0,0,0,0,0,0,2,12,15,14,4,66,47
7090,30361533,2023-06-25T00:00:00,04:44:00,18,27,5,5,17,0,0,0,0,0,0,0,0,1,5,10,12,19,7,66,54
7090,30361533,2023-06-25T00:00:00,04:59:00,19,37,3,3,10,0,0,0,0,0,0,0,0,0,4,10,12,26,1,66,53
7090,30361533,2023-06-25T00:00:00,05:14:00,20,36,3,3,7,0,0,0,0,0,0,0,0,0,2,7,13,15,12,69,49
7090,30361533,2023-06-25T00:00:00,05:29:00,21,50,5,4,11,0,0,0,0,0,0,0,0,1,4,10,14,28,13,69,70
7090,30361533,2023-06-25T00:00:00,05:44:00,22,62,5,3,13,0,0,0,0,0,0,0,0,2,3,15,21,31,11,67,83
7090,30361533,2023-06-25T00:00:00,05:59:00,23,57,3,3,22,0,0,0,0,0,0,0,0,0,5,16,23,29,12,67,85
7090,30361533,2023-06-25T00:00:00,06:14:00,24,69,6,4,13,0,0,0,0,0,0,0,0,1,7,9,27,38,10,68,92
7090,30361533,2023-06-25T00:00:00,06:29:00,25,83,9,4,24,0,0,0,0,0,0,0,0,0,8,19,29,48,16,68,120
7090,30361533,2023-06-25T00:00:00,06:44:00,26,103,11,4,25,0,0,0,0,0,0,0,0,0,5,22,36,53,27,69,143
7090,30361533,2023-06-25T00:00:00,06:59:00,27,127,17,7,18,0,0,0,0,0,0,0,0,0,5,22,45,63,34,70,169
7090,30361533,2023-06-25T00:00:00,07:14:00,28,125,9,5,18,0,0,0,0,0,0,0,0,2,7,10,51,64,23,69,157
7090,30361533,2023-06-25T00:00:00,07:29:00,29,162,9,11,23,0,0,0,0,0,0,0,0,1,10,21,53,66,54,70,205
7090,30361533,2023-06-25T00:00:00,07:44:00,30,212,9,11,15,0,0,0,0,0,0,0,0,0,8,17,61,109,52,71,247
7090,30361533,2023-06-25T00:00:00,07:59:00,31,237,11,15,16,0,0,0,0,0,0,0,0,0,6,25,80,113,55,70,279
